Date,Close
8/21/2019 16:00,65.41
8/22/2019 16:00,64.68
8/23/2019 16:00,61.78
8/26/2019 16:00,62.8
8/27/2019 16:00,61.75
8/28/2019 16:00,62.15
8/29/2019 16:00,62.84
8/30/2019 16:00,61.84
9/3/2019 16:00,61.13
9/4/2019 16:00,61.17
9/5/2019 16:00,63.02
9/6/2019 16:00,62
9/9/2019 16:00,61.47
9/10/2019 16:00,60.55
9/11/2019 16:00,59.2
9/12/2019 16:00,57.79
9/13/2019 16:00,58.29
9/16/2019 16:00,59.25
9/17/2019 16:00,59.6
9/18/2019 16:00,59.75
9/19/2019 16:00,59.03
9/20/2019 16:00,57.85
9/23/2019 16:00,56.76
9/24/2019 16:00,57.5
9/25/2019 16:00,58.51
9/26/2019 16:00,60.8
9/27/2019 16:00,60.75
9/30/2019 16:00,61.95
10/1/2019 16:00,61.63
10/2/2019 16:00,60.08
10/3/2019 16:00,62.05
10/4/2019 16:00,62.65
10/7/2019 16:00,62.25
10/8/2019 16:00,60.8
10/9/2019 16:00,62.22
10/10/2019 16:00,62.03
10/11/2019 16:00,61.54
10/14/2019 16:00,61.83
10/15/2019 16:00,64.29
10/16/2019 16:00,63
10/17/2019 16:00,63.4
10/18/2019 16:00,60.45
10/21/2019 16:00,61.15
10/22/2019 16:00,58.83
10/23/2019 16:00,58.36
10/24/2019 16:00,61.72
10/25/2019 16:00,62.89
10/28/2019 16:00,62.8
10/29/2019 16:00,62.41
10/30/2019 16:00,62.16
10/31/2019 16:00,61.43
11/1/2019 16:00,62.6
11/4/2019 16:00,62.38
11/5/2019 16:00,61.06
11/6/2019 16:00,61.34
11/7/2019 16:00,64.41
11/8/2019 16:00,62.45
11/11/2019 16:00,63.79
11/12/2019 16:00,61.54
11/13/2019 16:00,61.51
11/14/2019 16:00,62.99
11/15/2019 16:00,64.7
11/18/2019 16:00,65.74
11/19/2019 16:00,66.37
11/20/2019 16:00,67.17
11/21/2019 16:00,67.42
11/22/2019 16:00,67.75
11/25/2019 16:00,68.25
11/26/2019 16:00,68.94
11/27/2019 16:00,69.65
11/29/2019 13:00,69.12
12/2/2019 16:00,66.88
12/3/2019 16:00,67.04
12/4/2019 16:00,67.78
12/5/2019 16:00,67.14
12/6/2019 16:00,67.98
12/9/2019 16:00,67.06
12/10/2019 16:00,65.84
12/11/2019 16:00,65.75
12/12/2019 16:00,65.86
12/13/2019 16:00,64.8
12/16/2019 16:00,66.53
12/17/2019 16:00,65.55
12/18/2019 16:00,65.14
12/19/2019 16:00,64.55
12/20/2019 16:00,63.63
12/23/2019 16:00,62.8
12/24/2019 13:00,63.96
12/26/2019 16:00,64.03
12/27/2019 16:00,63.8
12/30/2019 16:00,61.8
12/31/2019 16:00,62.56
1/2/2020 16:00,63.83
1/3/2020 16:00,63
1/6/2020 16:00,62.57
1/7/2020 16:00,64.59
1/8/2020 16:00,67.6
1/9/2020 16:00,67.93
1/10/2020 16:00,67.99
1/13/2020 16:00,68.66
1/14/2020 16:00,68.17
1/15/2020 16:00,70.36
1/16/2020 16:00,69.52
1/17/2020 16:00,69.38
1/21/2020 16:00,68.31
1/22/2020 16:00,68.69
1/23/2020 16:00,69.29
1/24/2020 16:00,71.14
1/27/2020 16:00,71.05
1/28/2020 16:00,74.8
1/29/2020 16:00,76.16
1/30/2020 16:00,76.1
1/31/2020 16:00,74.69
2/3/2020 16:00,79.8
2/4/2020 16:00,80.9
2/5/2020 16:00,78.25
2/6/2020 16:00,78.51
2/7/2020 16:00,78.86
2/10/2020 16:00,80.17
2/11/2020 16:00,79.88
2/12/2020 16:00,80
2/13/2020 16:00,80.99
2/14/2020 16:00,81.86
2/18/2020 16:00,82.42
2/19/2020 16:00,85.24
2/20/2020 16:00,85.7
2/21/2020 16:00,83.49
2/24/2020 16:00,80.21
2/25/2020 16:00,77.05
2/26/2020 16:00,76.59
2/27/2020 16:00,79.31
2/28/2020 16:00,83.33
3/2/2020 16:00,80.67
3/3/2020 16:00,78.84
3/4/2020 16:00,79.26
3/5/2020 16:00,76.32
3/6/2020 16:00,73.09
3/9/2020 16:00,65.73
3/10/2020 16:00,67.24
3/11/2020 16:00,62.44
3/12/2020 16:00,53.57
3/13/2020 16:00,57.77
3/16/2020 16:00,41.27
3/17/2020 16:00,44.73
3/18/2020 16:00,39.5
3/19/2020 16:00,40
3/20/2020 16:00,38.09
3/23/2020 16:00,40.01
3/24/2020 16:00,46.31
3/25/2020 16:00,52.39
3/26/2020 16:00,56.03
3/27/2020 16:00,53.34
3/30/2020 16:00,55
3/31/2020 16:00,52.38
4/1/2020 16:00,46.81
4/2/2020 16:00,45.88
4/3/2020 16:00,43.72
4/6/2020 16:00,50.42
4/7/2020 16:00,50.31
4/8/2020 16:00,57.04
4/9/2020 16:00,59.21
4/13/2020 16:00,59.42
4/14/2020 16:00,62.41
4/15/2020 16:00,61.38
4/16/2020 16:00,57.32
4/17/2020 16:00,61.09
4/20/2020 16:00,61.06
4/21/2020 16:00,57.4
4/22/2020 16:00,60.96
4/23/2020 16:00,61.82
4/24/2020 16:00,62.01
4/27/2020 16:00,63.55
4/28/2020 16:00,61.75
4/29/2020 16:00,65.77
4/30/2020 16:00,65.14
5/1/2020 16:00,63
5/4/2020 16:00,63.69
5/5/2020 16:00,66.69
5/6/2020 16:00,68.1
5/7/2020 16:00,74.62
5/8/2020 16:00,76.05
5/11/2020 16:00,74.9
5/12/2020 16:00,75.21
5/13/2020 16:00,73.79
5/14/2020 16:00,78.2
5/15/2020 16:00,80.26
5/18/2020 16:00,76.63
5/19/2020 16:00,79.25
5/20/2020 16:00,82.04
5/21/2020 16:00,81.49
5/22/2020 16:00,81.49
5/26/2020 16:00,80.79
5/27/2020 16:00,81.02
5/28/2020 16:00,79.62
5/29/2020 16:00,81.08
6/1/2020 16:00,82.72
6/2/2020 16:00,88
6/3/2020 16:00,91.97
6/4/2020 16:00,87.72
6/5/2020 16:00,89.93
6/8/2020 16:00,89.62
6/9/2020 16:00,89.53
6/10/2020 16:00,91.91
6/11/2020 16:00,86.09
6/12/2020 16:00,86.72
6/15/2020 16:00,91
6/16/2020 16:00,94.74
6/17/2020 16:00,97.03
6/18/2020 16:00,98.27
6/19/2020 16:00,97.98
6/22/2020 16:00,104.22
6/23/2020 16:00,104.75
6/24/2020 16:00,100.88
6/25/2020 16:00,104.78
6/26/2020 16:00,104.3
6/29/2020 16:00,103.68
6/30/2020 16:00,104.94
7/1/2020 16:00,115.9
7/2/2020 16:00,113.39
7/6/2020 16:00,118.97
7/7/2020 16:00,125.6
7/8/2020 16:00,133.35
7/9/2020 16:00,129.39
7/10/2020 16:00,128.05
7/13/2020 16:00,118.65
7/14/2020 16:00,121.24
7/15/2020 16:00,122.2
7/16/2020 16:00,119.95
7/17/2020 16:00,120.73
7/20/2020 16:00,128.39
7/21/2020 16:00,126.99
7/22/2020 16:00,129.18
7/23/2020 16:00,122.93
7/24/2020 16:00,121.41
7/27/2020 16:00,125.75
7/28/2020 16:00,123.51
7/29/2020 16:00,128.55
7/30/2020 16:00,129.13
7/31/2020 16:00,129.85
8/3/2020 16:00,134.8
8/4/2020 16:00,136.83
8/5/2020 16:00,146.55
8/6/2020 16:00,154
8/7/2020 16:00,147.22
8/10/2020 16:00,139.34
8/11/2020 16:00,138.25
8/12/2020 16:00,139.02
8/13/2020 16:00,143.19
8/14/2020 16:00,141.96
8/17/2020 16:00,152.48
8/18/2020 16:00,151.04
8/19/2020 16:00,150.37
