Date,Close
8/21/2019 16:00,46.25
8/22/2019 16:00,46.59
8/23/2019 16:00,46.41
8/26/2019 16:00,47.12
8/27/2019 16:00,45.25
8/28/2019 16:00,45.85
8/29/2019 16:00,44.25
8/30/2019 16:00,43.74
9/3/2019 16:00,44.04
9/4/2019 16:00,44.3
9/5/2019 16:00,43.85
9/6/2019 16:00,43.85
9/9/2019 16:00,44.04
9/10/2019 16:00,44.24
9/11/2019 16:00,44.72
9/12/2019 16:00,44.46
9/13/2019 16:00,42.01
9/16/2019 16:00,41.41
9/17/2019 16:00,41.31
9/18/2019 16:00,40.84
9/19/2019 16:00,40.12
9/20/2019 16:00,40.81
9/23/2019 16:00,40.88
9/24/2019 16:00,40.73
9/25/2019 16:00,40.56
9/26/2019 16:00,40.66
9/27/2019 16:00,40.13
9/30/2019 16:00,40.9
10/1/2019 16:00,41.16
10/2/2019 16:00,40.21
10/3/2019 16:00,40.81
10/4/2019 16:00,41.65
10/7/2019 16:00,42.17
10/8/2019 16:00,42
10/9/2019 16:00,42.46
10/10/2019 16:00,42.98
10/11/2019 16:00,42.57
10/14/2019 16:00,42.72
10/15/2019 16:00,43.43
10/16/2019 16:00,43.51
10/17/2019 16:00,44.28
10/18/2019 16:00,44.33
10/21/2019 16:00,45.56
10/22/2019 16:00,46.34
10/23/2019 16:00,46.75
10/24/2019 16:00,46.96
10/25/2019 16:00,46.8
10/28/2019 16:00,45.99
10/29/2019 16:00,46.38
10/30/2019 16:00,45.96
10/31/2019 16:00,44.79
11/1/2019 16:00,45.06
11/4/2019 16:00,45.6
11/5/2019 16:00,46.25
11/6/2019 16:00,45.91
11/7/2019 16:00,45.98
11/8/2019 16:00,46.41
11/11/2019 16:00,46.41
11/12/2019 16:00,47
11/13/2019 16:00,46.83
11/14/2019 16:00,46.63
11/15/2019 16:00,47.97
11/18/2019 16:00,48.34
11/19/2019 16:00,46.93
11/20/2019 16:00,48.45
11/21/2019 16:00,48.82
11/22/2019 16:00,49
11/25/2019 16:00,49.26
11/26/2019 16:00,49.22
11/27/2019 16:00,49.75
11/29/2019 13:00,49.7
12/2/2019 16:00,50.6
12/3/2019 16:00,50.1
12/4/2019 16:00,50.11
12/5/2019 16:00,50.17
12/6/2019 16:00,50.41
12/9/2019 16:00,50.53
12/10/2019 16:00,50.05
12/11/2019 16:00,50.3
12/12/2019 16:00,49.93
12/13/2019 16:00,50.16
12/16/2019 16:00,50.6
12/17/2019 16:00,50.83
12/18/2019 16:00,51.36
12/19/2019 16:00,50.79
12/20/2019 16:00,51.13
12/23/2019 16:00,51.55
12/24/2019 13:00,50.28
12/26/2019 16:00,50.4
12/27/2019 16:00,50.4
12/30/2019 16:00,49.89
12/31/2019 16:00,49.91
1/2/2020 16:00,49.25
1/3/2020 16:00,49.63
1/6/2020 16:00,49.83
1/7/2020 16:00,49.57
1/8/2020 16:00,50.08
1/9/2020 16:00,50.57
1/10/2020 16:00,50.22
1/13/2020 16:00,50.76
1/14/2020 16:00,50.87
1/15/2020 16:00,51.25
1/16/2020 16:00,51.09
1/17/2020 16:00,51.02
1/21/2020 16:00,51.09
1/22/2020 16:00,51.03
1/23/2020 16:00,50.56
1/24/2020 16:00,50.25
1/27/2020 16:00,49.77
1/28/2020 16:00,50.17
1/29/2020 16:00,50.11
1/30/2020 16:00,48
1/31/2020 16:00,47.53
2/3/2020 16:00,46.26
2/4/2020 16:00,46.52
2/5/2020 16:00,46.28
2/6/2020 16:00,46.66
2/7/2020 16:00,46.22
2/10/2020 16:00,46.2
2/11/2020 16:00,45.57
2/12/2020 16:00,45.4
2/13/2020 16:00,45.65
2/14/2020 16:00,45.17
2/18/2020 16:00,45.22
2/19/2020 16:00,45.14
2/20/2020 16:00,45.56
2/21/2020 16:00,45.89
2/24/2020 16:00,43.8
2/25/2020 16:00,42.49
2/26/2020 16:00,42.12
2/27/2020 16:00,40.3
2/28/2020 16:00,40.37
3/2/2020 16:00,42.07
3/3/2020 16:00,41.9
3/4/2020 16:00,43.93
3/5/2020 16:00,43.16
3/6/2020 16:00,42.15
3/9/2020 16:00,40.34
3/10/2020 16:00,42.15
3/11/2020 16:00,40.48
3/12/2020 16:00,36.42
3/13/2020 16:00,40.07
3/16/2020 16:00,38.22
3/17/2020 16:00,39.85
3/18/2020 16:00,38.32
3/19/2020 16:00,37.1
3/20/2020 16:00,34.28
3/23/2020 16:00,31.38
3/24/2020 16:00,32.38
3/25/2020 16:00,34.37
3/26/2020 16:00,36.64
3/27/2020 16:00,36.64
3/30/2020 16:00,37.31
3/31/2020 16:00,38.67
4/1/2020 16:00,37.61
4/2/2020 16:00,36.22
4/3/2020 16:00,37.41
4/6/2020 16:00,37.28
4/7/2020 16:00,38.48
4/8/2020 16:00,40.13
4/9/2020 16:00,40.91
4/13/2020 16:00,40.44
4/14/2020 16:00,42.12
4/15/2020 16:00,40.91
4/16/2020 16:00,40.4
4/17/2020 16:00,40.85
4/20/2020 16:00,39.07
4/21/2020 16:00,37.76
4/22/2020 16:00,37.81
4/23/2020 16:00,38.45
4/24/2020 16:00,39.42
4/27/2020 16:00,39.75
4/28/2020 16:00,40.71
4/29/2020 16:00,40.47
4/30/2020 16:00,39.25
5/1/2020 16:00,37.91
5/4/2020 16:00,38.01
5/5/2020 16:00,36.8
5/6/2020 16:00,35.73
5/7/2020 16:00,35.1
5/8/2020 16:00,36.74
5/11/2020 16:00,36.42
5/12/2020 16:00,36.08
5/13/2020 16:00,36.35
5/14/2020 16:00,36.25
5/15/2020 16:00,36.59
5/18/2020 16:00,37.6
5/19/2020 16:00,37.12
5/20/2020 16:00,37.77
5/21/2020 16:00,37.54
5/22/2020 16:00,37.73
5/26/2020 16:00,38.28
5/27/2020 16:00,39.05
5/28/2020 16:00,38.81
5/29/2020 16:00,39.05
6/1/2020 16:00,39.18
6/2/2020 16:00,39.66
6/3/2020 16:00,40.21
6/4/2020 16:00,40.73
6/5/2020 16:00,41.91
6/8/2020 16:00,42.83
6/9/2020 16:00,42.18
6/10/2020 16:00,41.82
6/11/2020 16:00,39.29
6/12/2020 16:00,39.13
6/15/2020 16:00,40.31
6/16/2020 16:00,41.09
6/17/2020 16:00,40.86
6/18/2020 16:00,41.47
6/19/2020 16:00,40.69
6/22/2020 16:00,40.05
6/23/2020 16:00,40.34
6/24/2020 16:00,39.43
6/25/2020 16:00,39.66
6/26/2020 16:00,38.19
6/29/2020 16:00,39.23
6/30/2020 16:00,39.25
7/1/2020 16:00,39.24
7/2/2020 16:00,39.4
7/6/2020 16:00,39.6
7/7/2020 16:00,39.94
7/8/2020 16:00,39.87
7/9/2020 16:00,38.6
7/10/2020 16:00,40.27
7/13/2020 16:00,40.21
7/14/2020 16:00,41.06
7/15/2020 16:00,41
7/16/2020 16:00,41.48
7/17/2020 16:00,41.54
7/20/2020 16:00,40.87
7/21/2020 16:00,41.22
7/22/2020 16:00,41.34
7/23/2020 16:00,41.58
7/24/2020 16:00,41.85
7/27/2020 16:00,42.13
7/28/2020 16:00,42.52
7/29/2020 16:00,41.63
7/30/2020 16:00,41.58
7/31/2020 16:00,41.15
8/3/2020 16:00,41.01
8/4/2020 16:00,41.6
8/5/2020 16:00,41.66
8/6/2020 16:00,41.55
8/7/2020 16:00,42.17
8/10/2020 16:00,43.22
8/11/2020 16:00,43.6
8/12/2020 16:00,42.96
8/13/2020 16:00,42.57
8/14/2020 16:00,42.54
8/17/2020 16:00,43.03
8/18/2020 16:00,43.22
8/19/2020 16:00,43.65
