Date,Close
8/21/2014 16:00,102.27
8/22/2014 16:00,103.96
8/25/2014 16:00,107.45
8/26/2014 16:00,106.27
8/27/2014 16:00,107.41
8/28/2014 16:00,107.51
8/29/2014 16:00,107.56
9/2/2014 16:00,109.36
9/3/2014 16:00,109.43
9/4/2014 16:00,106.86
9/5/2014 16:00,105.36
9/8/2014 16:00,106.53
9/9/2014 16:00,105.89
9/10/2014 16:00,108.22
9/11/2014 16:00,106.39
9/12/2014 16:00,103.66
9/15/2014 16:00,100.99
9/16/2014 16:00,104.76
9/17/2014 16:00,103.84
9/18/2014 16:00,105.93
9/19/2014 16:00,105.96
9/22/2014 16:00,105.47
9/23/2014 16:00,105.39
9/24/2014 16:00,108.71
9/25/2014 16:00,107.34
9/26/2014 16:00,108.38
9/29/2014 16:00,107.51
9/30/2014 16:00,106.45
10/1/2014 16:00,105.59
10/2/2014 16:00,104.56
10/3/2014 16:00,106.52
10/6/2014 16:00,105.13
10/7/2014 16:00,104.29
10/8/2014 16:00,108.87
10/9/2014 16:00,105.85
10/10/2014 16:00,103.73
10/13/2014 16:00,101.44
10/14/2014 16:00,97.18
10/15/2014 16:00,96.16
10/16/2014 16:00,96.88
10/17/2014 16:00,100.75
10/20/2014 16:00,102.21
10/21/2014 16:00,106.67
10/22/2014 16:00,106.09
10/23/2014 16:00,107.18
10/24/2014 16:00,110.71
10/27/2014 16:00,112.59
10/28/2014 16:00,113.45
10/29/2014 16:00,110.72
10/30/2014 16:00,114.22
10/31/2014 16:00,112
11/3/2014 16:00,109.98
11/4/2014 16:00,109.72
11/5/2014 16:00,106.05
11/6/2014 16:00,106.94
11/7/2014 16:00,106.45
11/10/2014 16:00,107.02
11/11/2014 16:00,108.01
11/12/2014 16:00,106.9
11/13/2014 16:00,104.2
11/14/2014 16:00,102.06
11/17/2014 16:00,100.44
11/18/2014 16:00,103.71
11/19/2014 16:00,102.34
11/20/2014 16:00,100.59
11/21/2014 16:00,100.58
11/24/2014 16:00,100.6
11/25/2014 16:00,101.11
11/26/2014 16:00,100.3
11/28/2014 16:00,100.32
12/1/2014 16:00,100.55
12/2/2014 16:00,102.19
12/3/2014 16:00,100.88
12/4/2014 16:00,101.82
12/5/2014 16:00,104.59
12/8/2014 16:00,105.56
12/9/2014 16:00,105.91
12/10/2014 16:00,104.84
12/11/2014 16:00,104.31
12/12/2014 16:00,104.13
12/15/2014 16:00,103.16
12/16/2014 16:00,100.46
12/17/2014 16:00,102.4
12/18/2014 16:00,105.54
12/19/2014 16:00,108.45
12/22/2014 16:00,92.9
12/23/2014 16:00,89.45
12/24/2014 16:00,91.29
12/26/2014 16:00,93.79
12/29/2014 16:00,97.3
12/30/2014 16:00,95.28
12/31/2014 16:00,94.26
1/2/2015 16:00,94.91
1/5/2015 16:00,96.79
1/6/2015 16:00,97.65
1/7/2015 16:00,99.48
1/8/2015 16:00,102.3
1/9/2015 16:00,102.21
1/12/2015 16:00,101.21
1/13/2015 16:00,97.21
1/14/2015 16:00,99.26
1/15/2015 16:00,97.4
1/16/2015 16:00,100.71
1/20/2015 16:00,103.78
1/21/2015 16:00,103.58
1/22/2015 16:00,105.14
1/23/2015 16:00,105.54
1/26/2015 16:00,107.11
1/27/2015 16:00,105.03
1/28/2015 16:00,102.45
1/29/2015 16:00,104.18
1/30/2015 16:00,104.83
2/2/2015 16:00,106.19
2/3/2015 16:00,107.18
2/4/2015 16:00,98.43
2/5/2015 16:00,99.9
2/6/2015 16:00,97.48
2/9/2015 16:00,96.9
2/10/2015 16:00,98.32
2/11/2015 16:00,99.98
2/12/2015 16:00,100.8
2/13/2015 16:00,101.9
2/17/2015 16:00,103.84
2/18/2015 16:00,103.94
2/19/2015 16:00,102.73
2/20/2015 16:00,102.61
2/23/2015 16:00,104.51
2/24/2015 16:00,104.7
2/25/2015 16:00,104.43
2/26/2015 16:00,104.19
2/27/2015 16:00,103.53
3/2/2015 16:00,103.83
3/3/2015 16:00,102.79
3/4/2015 16:00,103.06
3/5/2015 16:00,103.42
3/6/2015 16:00,101.81
3/9/2015 16:00,101.37
3/10/2015 16:00,98.83
3/11/2015 16:00,98.97
3/12/2015 16:00,99.93
3/13/2015 16:00,99.61
3/16/2015 16:00,101.3
3/17/2015 16:00,100.44
3/18/2015 16:00,100.28
3/19/2015 16:00,101.44
3/20/2015 16:00,102.29
3/23/2015 16:00,100.26
3/24/2015 16:00,101.41
3/25/2015 16:00,99.86
3/26/2015 16:00,101.08
3/27/2015 16:00,101
3/30/2015 16:00,100.69
3/31/2015 16:00,98.13
4/1/2015 16:00,97.72
4/2/2015 16:00,98.43
4/6/2015 16:00,97.79
4/7/2015 16:00,98.69
4/8/2015 16:00,99.87
4/9/2015 16:00,101.16
4/10/2015 16:00,101.77
4/13/2015 16:00,102.28
4/14/2015 16:00,102.21
4/15/2015 16:00,104.03
4/16/2015 16:00,103.34
4/17/2015 16:00,101.38
4/20/2015 16:00,100.66
4/21/2015 16:00,105.2
4/22/2015 16:00,104.18
4/23/2015 16:00,105.21
4/24/2015 16:00,103.7
4/27/2015 16:00,102.94
4/28/2015 16:00,103.72
4/29/2015 16:00,102.32
4/30/2015 16:00,100.51
5/1/2015 16:00,105.01
5/4/2015 16:00,105.66
5/5/2015 16:00,102.99
5/6/2015 16:00,102.27
5/7/2015 16:00,101.79
5/8/2015 16:00,103.85
5/11/2015 16:00,104.73
5/12/2015 16:00,105.56
5/13/2015 16:00,106.39
5/14/2015 16:00,108.74
5/15/2015 16:00,109.3
5/18/2015 16:00,111
5/19/2015 16:00,110.56
5/20/2015 16:00,110.17
5/21/2015 16:00,111.22
5/22/2015 16:00,111.71
5/26/2015 16:00,109.77
5/27/2015 16:00,112.46
5/28/2015 16:00,112.85
5/29/2015 16:00,112.27
6/1/2015 16:00,114.08
6/2/2015 16:00,113.94
6/3/2015 16:00,114.65
6/4/2015 16:00,113.93
6/5/2015 16:00,113.96
6/8/2015 16:00,113.7
6/9/2015 16:00,114.75
6/10/2015 16:00,117.67
6/11/2015 16:00,119.13
6/12/2015 16:00,117.66
6/15/2015 16:00,118.16
6/16/2015 16:00,119.07
6/17/2015 16:00,118.88
6/18/2015 16:00,121.21
6/19/2015 16:00,119.8
6/22/2015 16:00,121.49
6/23/2015 16:00,122.21
6/24/2015 16:00,122.01
6/25/2015 16:00,120.23
6/26/2015 16:00,119.5
6/29/2015 16:00,115.46
6/30/2015 16:00,117.08
7/1/2015 16:00,116.01
7/2/2015 16:00,115.04
7/6/2015 16:00,115.66
7/7/2015 16:00,115.13
7/8/2015 16:00,112.94
7/9/2015 16:00,113.36
7/10/2015 16:00,113.74
7/13/2015 16:00,114.55
7/14/2015 16:00,117.36
7/15/2015 16:00,117.39
7/16/2015 16:00,118.85
7/17/2015 16:00,118.26
7/20/2015 16:00,118.2
7/21/2015 16:00,117.78
7/22/2015 16:00,117.44
7/23/2015 16:00,117.66
7/24/2015 16:00,112.83
7/27/2015 16:00,110.54
7/28/2015 16:00,113.07
7/29/2015 16:00,115.71
7/30/2015 16:00,117.9
7/31/2015 16:00,117.86
8/3/2015 16:00,119.6
8/4/2015 16:00,118.87
8/5/2015 16:00,118.66
8/6/2015 16:00,115.3
8/7/2015 16:00,114.44
8/10/2015 16:00,116.58
8/11/2015 16:00,115.61
8/12/2015 16:00,116.25
8/13/2015 16:00,115.2
8/14/2015 16:00,115.6
8/17/2015 16:00,116.42
8/18/2015 16:00,117.06
8/19/2015 16:00,116.21
8/20/2015 16:00,112.39
8/21/2015 16:00,105.33
8/24/2015 16:00,100.66
8/25/2015 16:00,102.56
8/26/2015 16:00,106.96
8/27/2015 16:00,107.99
8/28/2015 16:00,107.78
8/31/2015 16:00,105.07
9/1/2015 16:00,101.49
9/2/2015 16:00,104.27
9/3/2015 16:00,101.91
9/4/2015 16:00,102.06
9/8/2015 16:00,104.9
9/9/2015 16:00,103.82
9/10/2015 16:00,107.25
9/11/2015 16:00,109.63
9/14/2015 16:00,109.35
9/15/2015 16:00,111.05
9/16/2015 16:00,111.03
9/17/2015 16:00,111.61
9/18/2015 16:00,108.44
9/21/2015 16:00,105.74
9/22/2015 16:00,106.51
9/23/2015 16:00,105.49
9/24/2015 16:00,102.51
9/25/2015 16:00,100.14
9/28/2015 16:00,94.8
9/29/2015 16:00,96
9/30/2015 16:00,98.19
10/1/2015 16:00,98.27
10/2/2015 16:00,98.28
10/5/2015 16:00,99.26
10/6/2015 16:00,97.54
10/7/2015 16:00,100.27
10/8/2015 16:00,100.81
10/9/2015 16:00,100.65
10/12/2015 16:00,99.51
10/13/2015 16:00,98.19
10/14/2015 16:00,98.39
10/15/2015 16:00,101.64
10/16/2015 16:00,102.83
10/19/2015 16:00,103.61
10/20/2015 16:00,101.66
10/21/2015 16:00,101.73
10/22/2015 16:00,107.6
10/23/2015 16:00,107.99
10/26/2015 16:00,108.63
10/27/2015 16:00,110.96
10/28/2015 16:00,108.13
10/29/2015 16:00,109.21
10/30/2015 16:00,108.13
11/2/2015 16:00,109.6
11/3/2015 16:00,109.1
11/4/2015 16:00,108.98
11/5/2015 16:00,107.83
11/6/2015 16:00,108.34
11/9/2015 16:00,108.11
11/10/2015 16:00,108.85
11/11/2015 16:00,107.19
11/12/2015 16:00,104.23
11/13/2015 16:00,102.57
11/16/2015 16:00,103.81
11/17/2015 16:00,104.53
11/18/2015 16:00,108.13
11/19/2015 16:00,106.51
11/20/2015 16:00,106.54
11/23/2015 16:00,106.36
11/24/2015 16:00,106.57
11/25/2015 16:00,107.78
11/27/2015 16:00,108
11/30/2015 16:00,105.96
12/1/2015 16:00,105.85
12/2/2015 16:00,104.44
12/3/2015 16:00,101.38
12/4/2015 16:00,104.07
12/7/2015 16:00,102.91
12/8/2015 16:00,103.53
12/9/2015 16:00,101.95
12/10/2015 16:00,102.62
12/11/2015 16:00,100.03
12/14/2015 16:00,100.49
12/15/2015 16:00,101.97
12/16/2015 16:00,103.34
12/17/2015 16:00,102.36
12/18/2015 16:00,101.6
12/21/2015 16:00,102.63
12/22/2015 16:00,102.86
12/23/2015 16:00,103.14
12/24/2015 16:00,103.58
12/28/2015 16:00,101.68
12/29/2015 16:00,103.36
12/30/2015 16:00,102.16
12/31/2015 16:00,101.19
1/4/2016 16:00,98.01
1/5/2016 16:00,99.26
1/6/2016 16:00,100.3
1/7/2016 16:00,96.25
1/8/2016 16:00,96.45
1/11/2016 16:00,96.5
1/12/2016 16:00,97.1
1/13/2016 16:00,92.54
1/14/2016 16:00,93.02
1/15/2016 16:00,91.84
1/19/2016 16:00,89.9
1/20/2016 16:00,90.55
1/21/2016 16:00,88.87
1/22/2016 16:00,91.83
1/25/2016 16:00,90.61
1/26/2016 16:00,92.21
1/27/2016 16:00,89.63
1/28/2016 16:00,87.53
1/29/2016 16:00,83
2/1/2016 16:00,84.05
2/2/2016 16:00,82.71
2/3/2016 16:00,86.39
2/4/2016 16:00,86.68
2/5/2016 16:00,85.14
2/8/2016 16:00,85.26
2/9/2016 16:00,87.25
2/10/2016 16:00,87.8
2/11/2016 16:00,87.36
2/12/2016 16:00,89.44
2/16/2016 16:00,91.15
2/17/2016 16:00,89.36
2/18/2016 16:00,88.99
2/19/2016 16:00,87.44
2/22/2016 16:00,89.1
2/23/2016 16:00,88.35
2/24/2016 16:00,89.36
2/25/2016 16:00,90.16
2/26/2016 16:00,88.1
2/29/2016 16:00,87.25
3/1/2016 16:00,89.69
3/2/2016 16:00,88.8
3/3/2016 16:00,87.83
3/4/2016 16:00,87.21
3/7/2016 16:00,89.65
3/8/2016 16:00,88.66
3/9/2016 16:00,87.83
3/10/2016 16:00,88.64
3/11/2016 16:00,89.65
3/14/2016 16:00,90.46
3/15/2016 16:00,89.44
3/16/2016 16:00,90.28
3/17/2016 16:00,89.53
3/18/2016 16:00,90.27
3/21/2016 16:00,92.67
3/22/2016 16:00,93.72
3/23/2016 16:00,90.08
3/24/2016 16:00,91.32
3/28/2016 16:00,92.46
3/29/2016 16:00,92.2
3/30/2016 16:00,91.97
3/31/2016 16:00,91.86
4/1/2016 16:00,94.12
4/4/2016 16:00,94.24
4/5/2016 16:00,95.57
4/6/2016 16:00,97.44
4/7/2016 16:00,95.57
4/8/2016 16:00,96.09
4/11/2016 16:00,95.83
4/12/2016 16:00,97.24
4/13/2016 16:00,97.19
4/14/2016 16:00,98.19
4/15/2016 16:00,98.29
4/18/2016 16:00,99.2
4/19/2016 16:00,99.44
4/20/2016 16:00,100.11
4/21/2016 16:00,101.74
4/22/2016 16:00,101.93
4/25/2016 16:00,102.29
4/26/2016 16:00,101.33
4/27/2016 16:00,100.72
4/28/2016 16:00,97
4/29/2016 16:00,88.21
5/2/2016 16:00,89
5/3/2016 16:00,87.17
5/4/2016 16:00,85.6
5/5/2016 16:00,85.86
